"Stock","yr","ct","bt"
"mgw-8c9a",2013,250,1270
"mgw-8c9a",2014,399,1438
"nep-8ab",1987,603,138
"nep-8ab",1988,777,165
"nep-8ab",1989,862,130
"nep-8ab",1990,801,113
"nep-8ab",1991,717,98
"nep-8ab",1992,841,111
"nep-8ab",1993,805,110
"nep-8ab",1994,690,103
"nep-8ab",1995,609,97
"nep-8ab",1996,715,120
"nep-8ab",1997,638,118
"nep-8ab",1998,622,127
"nep-8ab",1999,505,119
"nep-8ab",2000,438,108
"nep-8ab",2001,697,167
"nep-8ab",2002,527,142
"nep-8ab",2003,487,137
"nep-8ab",2004,410,127
"nep-8ab",2005,455,136
"nep-8ab",2006,414,135
"nep-8ab",2007,401,138
"nep-8ab",2008,410,151
"nep-8ab",2009,384,138
"nep-8ab",2010,471,186
"nep-8ab",2011,422,151
"nep-8ab",2012,348,152
"nep-8ab",2013,288,128
"nep-8ab",2014,252,127
"nop-34-june",1983,457600,1456833
"nop-34-june",1984,393000,902478
"nop-34-june",1985,205100,480897
"nop-34-june",1986,174300,503446
"nop-34-june",1987,149300,466465
"nop-34-june",1988,109300,398514
"nop-34-june",1989,166400,555421
"nop-34-june",1990,163300,527896
"nop-34-june",1991,186600,745345
"nop-34-june",1992,296800,812555
"nop-34-june",1993,183100,488361
"nop-34-june",1994,182000,697237
"nop-34-june",1995,236800,933316
"nop-34-june",1996,163800,805780
"nop-34-june",1997,169700,841367
"nop-34-june",1998,57700,497119
"nop-34-june",1999,94500,680493
"nop-34-june",2000,184400,821730
"nop-34-june",2001,65600,463687
"nop-34-june",2002,80000,359968
"nop-34-june",2003,27100,223702
"nop-34-june",2004,13500,157762
"nop-34-june",2005,1900,267863
"nop-34-june",2006,46600,415010
"nop-34-june",2007,5700,382007
"nop-34-june",2008,36100,576625
"nop-34-june",2009,54500,888959
"nop-34-june",2010,126000,826363
"nop-34-june",2011,6500,398625
"nop-34-june",2012,27000,422663
"nop-34-june",2013,82100,499768
"nop-34-june",2014,44200,849948
"ple-celt",1995,1028,0.37
"ple-celt",1996,952,0.48
"ple-celt",1997,1217,0.5
"ple-celt",1998,1067,0.69
"ple-celt",1999,968,0.86
"ple-celt",2000,718,0.6
"ple-celt",2001,714,0.51
"ple-celt",2002,642,1.25
"ple-celt",2003,594,1.25
"ple-celt",2004,510,0.57
"ple-celt",2005,386,0.59
"ple-celt",2006,404,0.52
"ple-celt",2007,410,0.71
"ple-celt",2008,437,0.88
"ple-celt",2009,463,1.36
"ple-celt",2010,433,1.05
"ple-celt",2011,421,1.27
"ple-celt",2012,444,1.53
"ple-celt",2013,409,2.73
"ple-celt",2014,410,2.29
"ple-eche",1980,2299,8491
"ple-eche",1981,3867,11124
"ple-eche",1982,5356,13493
"ple-eche",1983,5299,13510
"ple-eche",1984,5962,13573
"ple-eche",1985,5912,13852
"ple-eche",1986,5875,14252
"ple-eche",1987,6971,17103
"ple-eche",1988,9264,22099
"ple-eche",1989,8803,23411
"ple-eche",1990,7527,20271
"ple-eche",1991,6985,16196
"ple-eche",1992,6425,13328
"ple-eche",1993,5679,12192
"ple-eche",1994,5217,11341
"ple-eche",1995,5366,9532
"ple-eche",1996,5350,7988
"ple-eche",1997,5135,8101
"ple-eche",1998,5838,10741
"ple-eche",1999,7455,14581
"ple-eche",2000,7637,15303
"ple-eche",2001,7328,13670
"ple-eche",2002,5300,12443
"ple-eche",2003,4364,12294
"ple-eche",2004,4487,13117
"ple-eche",2005,3975,13612
"ple-eche",2006,4168,14139
"ple-eche",2007,4267,14626
"ple-eche",2008,4682,14902
"ple-eche",2009,4984,16118
"ple-eche",2010,4962,19663
"ple-eche",2011,5806,28212
"ple-eche",2012,5752,43830
"ple-eche",2013,6745,61280
"ple-eche",2014,7112,70605
"ple-echw",1980,1178,0.905
"ple-echw",1981,1676,1.029
"ple-echw",1982,1878,1.004
"ple-echw",1983,1714,0.902
"ple-echw",1984,1758,0.982
"ple-echw",1985,1677,0.973
"ple-echw",1986,2078,1.198
"ple-echw",1987,2272,1.675
"ple-echw",1988,2835,1.656
"ple-echw",1989,2742,1.596
"ple-echw",1990,2985,1.423
"ple-echw",1991,2183,1.081
"ple-echw",1992,1882,0.984
"ple-echw",1993,1614,0.892
"ple-echw",1994,1404,0.731
"ple-echw",1995,1247,0.636
"ple-echw",1996,1266,0.752
"ple-echw",1997,1583,0.863
"ple-echw",1998,1346,0.821
"ple-echw",1999,1543,0.885
"ple-echw",2000,1626,0.806
"ple-echw",2001,1310,0.724
"ple-echw",2002,1472,0.728
"ple-echw",2003,1387,0.772
"ple-echw",2004,1337,0.729
"ple-echw",2005,1319,0.72
"ple-echw",2006,1411,0.7
"ple-echw",2007,1146,0.533
"ple-echw",2008,1112,0.63
"ple-echw",2009,1024,0.657
"ple-echw",2010,1207,0.899
"ple-echw",2011,1417,1.154
"ple-echw",2012,1492,1.34
"ple-echw",2013,1472,1.807
"ple-echw",2014,1488,1.803
"ple-nsea",1957,78443,274522
"ple-nsea",1958,88191,285276
"ple-nsea",1959,109164,290983
"ple-nsea",1960,117334,300102
"ple-nsea",1961,118474,313758
"ple-nsea",1962,125375,373171
"ple-nsea",1963,148376,359434
"ple-nsea",1964,147571,353366
"ple-nsea",1965,140223,330960
"ple-nsea",1966,166552,360172
"ple-nsea",1967,163365,416311
"ple-nsea",1968,139521,404080
"ple-nsea",1969,142820,372570
"ple-nsea",1970,159982,330537
"ple-nsea",1971,136939,315802
"ple-nsea",1972,142475,319303
"ple-nsea",1973,143783,269029
"ple-nsea",1974,157485,276144
"ple-nsea",1975,195235,288328
"ple-nsea",1976,166917,302098
"ple-nsea",1977,176689,308979
"ple-nsea",1978,159639,296209
"ple-nsea",1979,213282,294828
"ple-nsea",1980,171844,274897
"ple-nsea",1981,174264,264161
"ple-nsea",1982,205280,265710
"ple-nsea",1983,220262,325125
"ple-nsea",1984,236588,346561
"ple-nsea",1985,232387,377395
"ple-nsea",1986,308831,408903
"ple-nsea",1987,359283,481714
"ple-nsea",1988,324975,411237
"ple-nsea",1989,286684,429803
"ple-nsea",1990,240678,393373
"ple-nsea",1991,238212,366184
"ple-nsea",1992,193776,309023
"ple-nsea",1993,163522,273910
"ple-nsea",1994,145710,252186
"ple-nsea",1995,131176,237700
"ple-nsea",1996,143435,210524
"ple-nsea",1997,193103,235124
"ple-nsea",1998,183561,255425
"ple-nsea",1999,160702,232038
"ple-nsea",2000,135065,258964
"ple-nsea",2001,193221,306592
"ple-nsea",2002,134277,229237
"ple-nsea",2003,153997,265587
"ple-nsea",2004,127989,247063
"ple-nsea",2005,119046,291166
"ple-nsea",2006,131303,303194
"ple-nsea",2007,100949,309077
"ple-nsea",2008,105329,405463
"ple-nsea",2009,108262,449107
"ple-nsea",2010,116910,552201
"ple-nsea",2011,118100,537817
"ple-nsea",2012,141932,591044
"ple-nsea",2013,126247,654913
"ple-nsea",2014,133623,803308
"sai-3a46",1967,113751,509444
"sai-3a46",1968,88326,404127
"sai-3a46",1969,130588,694193
"sai-3a46",1970,234962,890441
"sai-3a46",1971,265381,1018391
"sai-3a46",1972,261877,903522
"sai-3a46",1973,242499,847459
"sai-3a46",1974,298351,833756
"sai-3a46",1975,271584,743383
"sai-3a46",1976,343967,752450
"sai-3a46",1977,216395,509448
"sai-3a46",1978,155141,463900
"sai-3a46",1979,128360,419195
"sai-3a46",1980,131908,396849
"sai-3a46",1981,132278,495294
"sai-3a46",1982,174351,511915
"sai-3a46",1983,180044,467509
"sai-3a46",1984,200834,466303
"sai-3a46",1985,220869,491146
"sai-3a46",1986,198596,488445
"sai-3a46",1987,167514,387351
"sai-3a46",1988,135172,324266
"sai-3a46",1989,108877,262745
"sai-3a46",1990,103800,267916
"sai-3a46",1991,108048,288531
"sai-3a46",1992,99742,284512
"sai-3a46",1993,111491,332342
"sai-3a46",1994,109622,328437
"sai-3a46",1995,121810,464502
"sai-3a46",1996,114997,443029
"sai-3a46",1997,107327,474956
"sai-3a46",1998,106123,393927
"sai-3a46",1999,110716,412037
"sai-3a46",2000,91322,445520
"sai-3a46",2001,95042,514322
"sai-3a46",2002,115395,551572
"sai-3a46",2003,105569,515890
"sai-3a46",2004,104237,553307
"sai-3a46",2005,124532,571551
"sai-3a46",2006,125681,519513
"sai-3a46",2007,101202,472313
"sai-3a46",2008,119305,449040
"sai-3a46",2009,115747,363115
"sai-3a46",2010,101940,421884
"sai-3a46",2011,96217,372404
"sai-3a46",2012,85032,369377
"sai-3a46",2013,87767,349487
"sai-3a46",2014,81465,324045
"sai-arct",1960,133515,686252
"sai-arct",1961,105951,660003
"sai-arct",1962,120707,719995
"sai-arct",1963,148627,829020
"sai-arct",1964,197426,807744
"sai-arct",1965,185600,850007
"sai-arct",1966,203788,818313
"sai-arct",1967,181326,797311
"sai-arct",1968,110247,760704
"sai-arct",1969,140060,867178
"sai-arct",1970,264924,968981
"sai-arct",1971,241272,954554
"sai-arct",1972,214334,879404
"sai-arct",1973,213859,846614
"sai-arct",1974,264121,733073
"sai-arct",1975,233453,613540
"sai-arct",1976,242486,541988
"sai-arct",1977,182817,476870
"sai-arct",1978,155464,416233
"sai-arct",1979,164680,409217
"sai-arct",1980,144554,391210
"sai-arct",1981,175540,440207
"sai-arct",1982,168034,396726
"sai-arct",1983,156936,407176
"sai-arct",1984,158786,320616
"sai-arct",1985,107183,269144
"sai-arct",1986,67396,265667
"sai-arct",1987,92391,278173
"sai-arct",1988,114242,292436
"sai-arct",1989,122817,276509
"sai-arct",1990,95848,268337
"sai-arct",1991,107327,352568
"sai-arct",1992,127604,465096
"sai-arct",1993,154903,531256
"sai-arct",1994,146950,483594
"sai-arct",1995,168378,586542
"sai-arct",1996,171348,678744
"sai-arct",1997,143629,718557
"sai-arct",1998,153327,793334
"sai-arct",1999,150375,802157.5
"sai-arct",2000,135928,810981
"sai-arct",2001,135853,856834
"sai-arct",2002,154870,954554
"sai-arct",2003,161592,923568
"sai-arct",2004,164636,956466
"sai-arct",2005,178568,1034057
"sai-arct",2006,212822,890021
"sai-arct",2007,199008,847461
"sai-arct",2008,184740,729416
"sai-arct",2009,161853,668639
"sai-arct",2010,194837,682829
"sai-arct",2011,156716,565802
"sai-arct",2012,160865,568070
"sai-arct",2013,131806,569777
"sai-arct",2014,130408,586542
"sai-faro",1961,9592,105008
"sai-faro",1962,10454,111502
"sai-faro",1963,12693,129760
"sai-faro",1964,21893,139221
"sai-faro",1965,22181,150302
"sai-faro",1966,25563,162609
"sai-faro",1967,21319,161578
"sai-faro",1968,20387,170303
"sai-faro",1969,27437,197297
"sai-faro",1970,29110,212238
"sai-faro",1971,32706,218371
"sai-faro",1972,42663,234818
"sai-faro",1973,57431,210056
"sai-faro",1974,47188,205556
"sai-faro",1975,41576,189792
"sai-faro",1976,33065,181585
"sai-faro",1977,34835,168854
"sai-faro",1978,28138,150479
"sai-faro",1979,27246,127856
"sai-faro",1980,25230,134898
"sai-faro",1981,30103,153821
"sai-faro",1982,30964,165595
"sai-faro",1983,39176,187665
"sai-faro",1984,54665,198269
"sai-faro",1985,44605,192676
"sai-faro",1986,41716,238008
"sai-faro",1987,40020,254214
"sai-faro",1988,45285,261825
"sai-faro",1989,44477,231263
"sai-faro",1990,61628,193745
"sai-faro",1991,54858,151370
"sai-faro",1992,36487,125147
"sai-faro",1993,33543,134451
"sai-faro",1994,33182,128466
"sai-faro",1995,27209,154156
"sai-faro",1996,20029,163536
"sai-faro",1997,22306,182751
"sai-faro",1998,26421,166493
"sai-faro",1999,33207,214061
"sai-faro",2000,39020,227305
"sai-faro",2001,51786,291827
"sai-faro",2002,53546,332034
"sai-faro",2003,46555,329798
"sai-faro",2004,46355,322571
"sai-faro",2005,67967,337020
"sai-faro",2006,66902,268488
"sai-faro",2007,60785,216869
"sai-faro",2008,57044,187642
"sai-faro",2009,57949,151345
"sai-faro",2010,43885,134677
"sai-faro",2011,29658,128096
"sai-faro",2012,35314,123426
"sai-faro",2013,26463,135995
"sai-faro",2014,23854,212766
"sai-icel",1980,58347,122000
"sai-icel",1981,59001,130000
"sai-icel",1982,68910,148000
"sai-icel",1983,58266,147000
"sai-icel",1984,62719,149000
"sai-icel",1985,57072,139000
"sai-icel",1986,64868,137000
"sai-icel",1987,80531,128000
"sai-icel",1988,77247,125000
"sai-icel",1989,82425,127000
"sai-icel",1990,98127,134000
"sai-icel",1991,102316,143000
"sai-icel",1992,79597,135000
"sai-icel",1993,71648,112000
"sai-icel",1994,64339,93000
"sai-icel",1995,48629,70000
"sai-icel",1996,40101,61000
"sai-icel",1997,37264,62000
"sai-icel",1998,31531,68000
"sai-icel",1999,31293,72000
"sai-icel",2000,33146,74000
"sai-icel",2001,32063,80000
"sai-icel",2002,42071,96000
"sai-icel",2003,52253,118000
"sai-icel",2004,64791,137000
"sai-icel",2005,69143,147000
"sai-icel",2006,75663,156000
"sai-icel",2007,64430,152000
"sai-icel",2008,70189,149000
"sai-icel",2009,61391,137000
"sai-icel",2010,54272,127000
"sai-icel",2011,51123,122000
"sai-icel",2012,51783,122000
"sai-icel",2013,58002,128000
"sai-icel",2014,46483,132000
"san-ns1",1983,349232,482224
"san-ns1",1984,467609,198091
"san-ns1",1985,424114,530629
"san-ns1",1986,382735,302138
"san-ns1",1987,357671,1084670
"san-ns1",1988,398271,622311
"san-ns1",1989,445695,227360
"san-ns1",1990,283040,336684
"san-ns1",1991,347096,303095
"san-ns1",1992,564298,361327
"san-ns1",1993,124082,288575
"san-ns1",1994,209538,187669
"san-ns1",1995,410513,449237
"san-ns1",1996,298702,420394
"san-ns1",1997,431808,256788
"san-ns1",1998,371117,567415
"san-ns1",1999,427691,227864
"san-ns1",2000,284521,123585
"san-ns1",2001,513068,148659
"san-ns1",2002,596049,136644
"san-ns1",2003,121863,192780
"san-ns1",2004,195274,70699
"san-ns1",2005,100835,152661
"san-ns1",2006,231448,142255
"san-ns1",2007,108600,220795
"san-ns1",2008,237447,272458
"san-ns1",2009,291247,245407
"san-ns1",2010,300954,196346
"san-ns1",2011,311542,392437
"san-ns1",2012,45642,244261
"san-ns1",2013,209416,160734
"san-ns1",2014,79237,142851
"san-ns1",2015,162054,191471
"san-ns2",1983,74481,101515
"san-ns2",1984,63046,55992
"san-ns2",1985,96645,136525
"san-ns2",1986,93146,81810
"san-ns2",1987,53284,268206
"san-ns2",1988,120382,190959
"san-ns2",1989,109703,80482
"san-ns2",1990,100917,145100
"san-ns2",1991,107795,137791
"san-ns2",1992,69825,150629
"san-ns2",1993,59652,211031
"san-ns2",1994,50656,135042
"san-ns2",1995,60138,228959
"san-ns2",1996,80012,202891
"san-ns2",1997,102726,101589
"san-ns2",1998,68953,285733
"san-ns2",1999,32108,116689
"san-ns2",2000,52228,70863
"san-ns2",2001,56934,78574
"san-ns2",2002,35494,37731
"san-ns2",2003,55924,112722
"san-ns2",2004,71413,42888
"san-ns2",2005,41420,52380
"san-ns2",2006,35351,48923
"san-ns2",2007,5911,81871
"san-ns2",2008,13064,79244
"san-ns2",2009,10240,112492
"san-ns2",2010,31747,85361
"san-ns2",2011,29807,148742
"san-ns2",2012,8098,94356
"san-ns2",2013,23534,71780
"san-ns2",2014,8928,83434
"san-ns2",2015,20992,93118
"san-ns3",1983,105946,73863
"san-ns3",1984,123635,89425
"san-ns3",1985,59083,131518
"san-ns3",1986,420341,157665
"san-ns3",1987,403908,277054
"san-ns3",1988,391081,390192
"san-ns3",1989,481893,135313
"san-ns3",1990,219183,194334
"san-ns3",1991,368105,196285
"san-ns3",1992,195700,164682
"san-ns3",1993,263954,193398
"san-ns3",1994,444119,239552
"san-ns3",1995,218922,181268
"san-ns3",1996,247397,296559
"san-ns3",1997,604159,236264
"san-ns3",1998,499333,370516
"san-ns3",1999,223160,169227
"san-ns3",2000,242732,71454
"san-ns3",2001,245290,58907
"san-ns3",2002,209302,45162
"san-ns3",2003,58942,54610
"san-ns3",2004,79234,26267
"san-ns3",2005,29677,57397
"san-ns3",2006,18863,44190
"san-ns3",2007,113232,73157
"san-ns3",2008,94491,109878
"san-ns3",2009,33350,66233
"san-ns3",2010,80576,276323
"san-ns3",2011,94750,184335
"san-ns3",2012,45111,125395
"san-ns3",2013,39082,53333
"san-ns3",2014,133413,67390
"san-ns3",2015,118541,246485
"sar-soth",1978,146002,278602
"sar-soth",1979,157001,330020
"sar-soth",1980,195000,439425
"sar-soth",1981,217000,546040
"sar-soth",1982,207000,562517
"sar-soth",1983,184000,479713
"sar-soth",1984,206000,648854
"sar-soth",1985,208000,707031
"sar-soth",1986,187000,620387
"sar-soth",1987,178000,544689
"sar-soth",1988,162000,539743
"sar-soth",1989,141000,549509
"sar-soth",1990,149000,509117
"sar-soth",1991,133000,507311
"sar-soth",1992,130000,810902
"sar-soth",1993,142000,961570
"sar-soth",1994,137000,865904
"sar-soth",1995,125000,877517
"sar-soth",1996,117000,588456
"sar-soth",1997,116000,513552
"sar-soth",1998,109000,417206
"sar-soth",1999,94000,378684
"sar-soth",2000,86000,315240
"sar-soth",2001,102000,456588
"sar-soth",2002,100000,509212
"sar-soth",2003,98000,452959
"sar-soth",2004,98000,429848
"sar-soth",2005,97000,489406
"sar-soth",2006,87000,530339
"sar-soth",2007,96000,476945
"sar-soth",2008,101000,355167
"sar-soth",2009,87000,266855
"sar-soth",2010,90000,212330
"sar-soth",2011,80001,182161
"sar-soth",2012,55000,131452
"sar-soth",2013,46000,141659
"sar-soth",2014,28000,123241
"smn-con",2000,31393,138924
"smn-con",2001,17230,164030
"smn-con",2002,19045,96923
"smn-con",2003,28478,64621
"smn-con",2004,17564,98373
"smn-con",2005,20563,114953
"smn-con",2006,17208,124509
"smn-con",2007,17373,85469
"smn-con",2008,24123,82703
"smn-con",2009,19430,99767
"smn-con",2010,17642,81963
"smn-con",2011,11738,78016
"smn-con",2012,11965,78016
"smn-con",2013,8761,70129
"smn-con",2014,9500,104307
"sol-bisc",1984,4038,14813
"sol-bisc",1985,4251,16056
"sol-bisc",1986,4805,17067
"sol-bisc",1987,5086,18652
"sol-bisc",1988,5382,18506
"sol-bisc",1989,5845,17777
"sol-bisc",1990,5916,18393
"sol-bisc",1991,5569,19090
"sol-bisc",1992,6550,20528
"sol-bisc",1993,6420,19904
"sol-bisc",1994,7229,19295
"sol-bisc",1995,6205,17665
"sol-bisc",1996,5854,17760
"sol-bisc",1997,6259,16495
"sol-bisc",1998,6027,16469
"sol-bisc",1999,5249,15983
"sol-bisc",2000,5760,15538
"sol-bisc",2001,4836,13059
"sol-bisc",2002,5486,13180
"sol-bisc",2003,4108,13357
"sol-bisc",2004,4002,14170
"sol-bisc",2005,4539,14481
"sol-bisc",2006,4793,15307
"sol-bisc",2007,4363,14324
"sol-bisc",2008,4299,14318
"sol-bisc",2009,3650,16150
"sol-bisc",2010,3966,17530
"sol-bisc",2011,4632,19314
"sol-bisc",2012,4321,17020
"sol-bisc",2013,4235,15586
"sol-bisc",2014,3934,14362
"sol-celt",1971,1861,8993
"sol-celt",1972,1278,7572
"sol-celt",1973,1391,6309
"sol-celt",1974,1105,6277
"sol-celt",1975,919,5533
"sol-celt",1976,1350,5074
"sol-celt",1977,961,5677
"sol-celt",1978,780,4828
"sol-celt",1979,954,4835
"sol-celt",1980,1314,5003
"sol-celt",1981,1212,4415
"sol-celt",1982,1128,4600
"sol-celt",1983,1373,4967
"sol-celt",1984,1266,5204
"sol-celt",1985,1328,4663
"sol-celt",1986,1600,4490
"sol-celt",1987,1222,3641
"sol-celt",1988,1146,3793
"sol-celt",1989,992,3167
"sol-celt",1990,1189,3798
"sol-celt",1991,1107,3516
"sol-celt",1992,981,3779
"sol-celt",1993,928,3803
"sol-celt",1994,1009,3235
"sol-celt",1995,1157,3073
"sol-celt",1996,995,3062
"sol-celt",1997,927,3011
"sol-celt",1998,875,3107
"sol-celt",1999,1012,4303
"sol-celt",2000,1091,3950
"sol-celt",2001,1168,5461
"sol-celt",2002,1345,5992
"sol-celt",2003,1547,5640
"sol-celt",2004,1398,4966
"sol-celt",2005,1118,4904
"sol-celt",2006,946,4192
"sol-celt",2007,945,4025
"sol-celt",2008,800,4512
"sol-celt",2009,805,5359
"sol-celt",2010,876,5048
"sol-celt",2011,1029,4880
"sol-celt",2012,1104,4676
"sol-celt",2013,1093,4407
"sol-celt",2014,1042,3998
"sol-eche",1982,3284,7815
"sol-eche",1983,3489,9577
"sol-eche",1984,3617,8985
"sol-eche",1985,3845,9976
"sol-eche",1986,3930,10574
"sol-eche",1987,4789,8974
"sol-eche",1988,3853,10128
"sol-eche",1989,3807,8415
"sol-eche",1990,3649,9579
"sol-eche",1991,4350,8760
"sol-eche",1992,4072,11144
"sol-eche",1993,4298,13108
"sol-eche",1994,4383,12543
"sol-eche",1995,4421,11088
"sol-eche",1996,4798,12135
"sol-eche",1997,4764,10511
"sol-eche",1998,3359,8106
"sol-eche",1999,4138,9002
"sol-eche",2000,3473,8512
"sol-eche",2001,4023,7600
"sol-eche",2002,4736,8549
"sol-eche",2003,5037,10395
"sol-eche",2004,4834,11381
"sol-eche",2005,4388,11416
"sol-eche",2006,4833,9887
"sol-eche",2007,5153,10388
"sol-eche",2008,4521,12675
"sol-eche",2009,5261,11540
"sol-eche",2010,4410,8990
"sol-eche",2011,4131,10186
"sol-eche",2012,4046,12207
"sol-eche",2013,4266,13384
"sol-eche",2014,4620,9052
"sol-echw",1969,353,2927
"sol-echw",1970,390,3023
"sol-echw",1971,432,2838
"sol-echw",1972,437,3091
"sol-echw",1973,458,3266
"sol-echw",1974,427,3512
"sol-echw",1975,501,4429
"sol-echw",1976,614,4102
"sol-echw",1977,605,5339
"sol-echw",1978,868,5429
"sol-echw",1979,1170,6014
"sol-echw",1980,1268,6387
"sol-echw",1981,1218,5957
"sol-echw",1982,1438,5916
"sol-echw",1983,1504,5377
"sol-echw",1984,1363,5462
"sol-echw",1985,1400,5568
"sol-echw",1986,1418,5257
"sol-echw",1987,1279,5310
"sol-echw",1988,1443,5120
"sol-echw",1989,1389,4318
"sol-echw",1990,1306,4222
"sol-echw",1991,852,4220
"sol-echw",1992,896,4102
"sol-echw",1993,904,3583
"sol-echw",1994,800,3787
"sol-echw",1995,856,3868
"sol-echw",1996,833,4156
"sol-echw",1997,950,3846
"sol-echw",1998,880,3973
"sol-echw",1999,956,3991
"sol-echw",2000,912,4402
"sol-echw",2001,1069,4649
"sol-echw",2002,1105,4350
"sol-echw",2003,1078,4558
"sol-echw",2004,1074,4191
"sol-echw",2005,1037,4298
"sol-echw",2006,1016,4009
"sol-echw",2007,1015,4187
"sol-echw",2008,908,4176
"sol-echw",2009,700,4468
"sol-echw",2010,698,4983
"sol-echw",2011,801,5312
"sol-echw",2012,872,5156
"sol-echw",2013,882,5000
"sol-echw",2014,884,5621
"sol-iris",1970,1785,7133
"sol-iris",1971,1882,7406
"sol-iris",1972,1450,5727
"sol-iris",1973,1428,6554
"sol-iris",1974,1307,6190
"sol-iris",1975,1441,6230
"sol-iris",1976,1463,5502
"sol-iris",1977,1147,5510
"sol-iris",1978,1106,6245
"sol-iris",1979,1614,6888
"sol-iris",1980,1941,6429
"sol-iris",1981,1667,5911
"sol-iris",1982,1338,4750
"sol-iris",1983,1169,4924
"sol-iris",1984,1058,6802
"sol-iris",1985,1146,7878
"sol-iris",1986,1995,9551
"sol-iris",1987,2808,8591
"sol-iris",1988,1999,6030
"sol-iris",1989,1833,5219
"sol-iris",1990,1583,4332
"sol-iris",1991,1212,4521
"sol-iris",1992,1259,4494
"sol-iris",1993,1023,3898
"sol-iris",1994,1374,5032
"sol-iris",1995,1266,4009
"sol-iris",1996,1002,3118
"sol-iris",1997,1003,3486
"sol-iris",1998,911,4313
"sol-iris",1999,863,4385
"sol-iris",2000,818,3964
"sol-iris",2001,1053,4368
"sol-iris",2002,1090,4082
"sol-iris",2003,1014,3673
"sol-iris",2004,709,2818
"sol-iris",2005,855,2552
"sol-iris",2006,569,1922
"sol-iris",2007,492,1684
"sol-iris",2008,332,1614
"sol-iris",2009,325,1376
"sol-iris",2010,277,1514
"sol-iris",2011,330,1296
"sol-iris",2012,298,1332
"sol-iris",2013,148,1280
"sol-iris",2014,99,1024
"sol-kask",1984,337,1337
"sol-kask",1985,397,2130
"sol-kask",1986,643,2809
"sol-kask",1987,722,2806
"sol-kask",1988,706,2827
"sol-kask",1989,824,3178
"sol-kask",1990,1050,4124
"sol-kask",1991,1011,4354
"sol-kask",1992,1294,5680
"sol-kask",1993,1439,4943
"sol-kask",1994,1198,4513
"sol-kask",1995,1297,4198
"sol-kask",1996,1059,3740
"sol-kask",1997,814,2979
"sol-kask",1998,605,2460
"sol-kask",1999,638,2988
"sol-kask",2000,646,2801
"sol-kask",2001,476,2983
"sol-kask",2002,862,3930
"sol-kask",2003,619,3733
"sol-kask",2004,824,4153
"sol-kask",2005,990,4348
"sol-kask",2006,836,3741
"sol-kask",2007,633,3114
"sol-kask",2008,655,2820
"sol-kask",2009,641,2988
"sol-kask",2010,538,2783
"sol-kask",2011,552,2794
"sol-kask",2012,358,2840
"sol-kask",2013,332,2263
"sol-kask",2014,333,2324
"sol-nsea",1957,13918,71309
"sol-nsea",1958,13814,76565
"sol-nsea",1959,16343,86861
"sol-nsea",1960,18738,98675
"sol-nsea",1961,31225,107776
"sol-nsea",1962,29707,91006
"sol-nsea",1963,23114,70715
"sol-nsea",1964,14770,67620
"sol-nsea",1965,11340,123173
"sol-nsea",1966,38360,121594
"sol-nsea",1967,35960,116411
"sol-nsea",1968,36542,102405
"sol-nsea",1969,24978,84782
"sol-nsea",1970,22923,78033
"sol-nsea",1971,23869,82848
"sol-nsea",1972,27597,75772
"sol-nsea",1973,21932,66320
"sol-nsea",1974,21846,67628
"sol-nsea",1975,20636,63780
"sol-nsea",1976,18367,57685
"sol-nsea",1977,17427,61377
"sol-nsea",1978,21713,66748
"sol-nsea",1979,25167,61116
"sol-nsea",1980,16900,47766
"sol-nsea",1981,14840,58358
"sol-nsea",1982,23303,72633
"sol-nsea",1983,30652,84858
"sol-nsea",1984,31856,79190
"sol-nsea",1985,27178,62456
"sol-nsea",1986,19244,58401
"sol-nsea",1987,17724,61197
"sol-nsea",1988,20299,86097
"sol-nsea",1989,26105,125349
"sol-nsea",1990,54787,150025
"sol-nsea",1991,38661,120706
"sol-nsea",1992,36040,121197
"sol-nsea",1993,32818,113589
"sol-nsea",1994,39957,99930
"sol-nsea",1995,33888,78357
"sol-nsea",1996,21540,55280
"sol-nsea",1997,17314,56217
"sol-nsea",1998,18899,69221
"sol-nsea",1999,28723,71605
"sol-nsea",2000,24814,62619
"sol-nsea",2001,21424,55149
"sol-nsea",2002,18218,53544
"sol-nsea",2003,18673,57794
"sol-nsea",2004,19319,52171
"sol-nsea",2005,14867,40289
"sol-nsea",2006,12612,40917
"sol-nsea",2007,12899,46270
"sol-nsea",2008,14664,46466
"sol-nsea",2009,12930,43698
"sol-nsea",2010,12474,53217
"sol-nsea",2011,13134,67719
"sol-nsea",2012,17991,51193
"sol-nsea",2013,17690,51494
"sol-nsea",2014,12758,50743
"spr-2232",1974,242000,1097000
"spr-2232",1975,201000,867000
"spr-2232",1976,195000,738000
"spr-2232",1977,181000,1257000
"spr-2232",1978,132000,866000
"spr-2232",1979,77000,498000
"spr-2232",1980,58000,311000
"spr-2232",1981,49000,268000
"spr-2232",1982,49000,340000
"spr-2232",1983,37000,478000
"spr-2232",1984,53000,691000
"spr-2232",1985,70000,639000
"spr-2232",1986,76000,581000
"spr-2232",1987,88000,465000
"spr-2232",1988,80000,415000
"spr-2232",1989,86000,438000
"spr-2232",1990,86000,570000
"spr-2232",1991,103000,775000
"spr-2232",1992,142000,1032000
"spr-2232",1993,178000,1353000
"spr-2232",1994,289000,1402000
"spr-2232",1995,313000,1488000
"spr-2232",1996,441000,1898000
